time	V(in1)	V(in2)	V(in3)	V(in4)	V(in5)	V(in6)	V(vout)	V(n001)	Ix(U2:DRAIN)	Ix(U3:DRAIN)	Ix(U4:DRAIN)	Ix(U5:DRAIN)	Ix(U7:DRAIN)	Ix(U8:DRAIN)	Ix(U9:DRAIN)	Ix(U10:DRAIN)	Ix(U16:DRAIN)	Ix(U17:DRAIN)	Ix(U18:DRAIN)	Ix(U19:DRAIN)
4.501080625036013e+001	0.000000e+000	8.000000e-001	0.000000e+000	0.000000e+000	8.000000e-001	7.355000e-001	1.454620e-001	1.432642e-003	-5.604058e-014	-1.288625e-006	-5.601658e-014	-5.598102e-014	1.452796e-004	1.052792e-004	1.452554e-004	1.453142e-004	-1.280158e-006	-7.426896e-007	1.053531e-004	1.085583e-004
4.501241875108038e+001	0.000000e+000	8.000000e-001	0.000000e+000	0.000000e+000	8.000000e-001	6.064999e-001	1.455774e-001	1.433785e-003	-5.604110e-014	-1.288653e-006	-5.601802e-014	-5.598397e-014	1.452782e-004	1.052787e-004	1.452548e-004	1.453114e-004	-1.280837e-006	-2.474389e-007	1.053497e-004	1.148969e-004
4.501564375252087e+001	0.000000e+000	8.000000e-001	0.000000e+000	0.000000e+000	8.000000e-001	3.484998e-001	1.457991e-001	1.435981e-003	-5.604207e-014	-1.288707e-006	-5.602077e-014	-5.598959e-014	1.452754e-004	1.052778e-004	1.452538e-004	1.453060e-004	-1.282015e-006	-2.158381e-008	1.053432e-004	1.277921e-004
4.502000000000000e+001	0.000000e+000	8.000000e-001	0.000000e+000	0.000000e+000	8.000000e-001	0.000000e+000	1.460987e-001	1.438948e-003	-5.604339e-014	-1.288778e-006	-5.602448e-014	-5.599713e-014	1.452717e-004	1.052765e-004	1.452525e-004	1.452988e-004	-1.283464e-006	-5.578195e-014	1.053344e-004	1.454605e-004
4.600000000000000e+001	0.000000e+000	8.000000e-001	0.000000e+000	0.000000e+000	8.000000e-001	0.000000e+000	1.460988e-001	1.438948e-003	-5.604339e-014	-1.288778e-006	-5.602448e-014	-5.599713e-014	1.452717e-004	1.052765e-004	1.452525e-004	1.452988e-004	-1.283464e-006	-5.578195e-014	1.053344e-004	1.454605e-004
4.600426562499997e+001	0.000000e+000	8.000000e-001	0.000000e+000	0.000000e+000	8.000000e-001	3.412500e-001	1.458046e-001	1.436033e-003	-5.604210e-014	-1.288708e-006	-5.602084e-014	-5.598973e-014	1.452754e-004	1.052777e-004	1.452538e-004	1.453059e-004	-1.282083e-006	-3.139669e-010	1.053430e-004	1.280848e-004
4.600512500000004e+001	0.000000e+000	8.000000e-001	0.000000e+000	0.000000e+000	8.000000e-001	4.100000e-001	1.457461e-001	1.435453e-003	-5.604184e-014	-1.288694e-006	-5.602011e-014	-5.598825e-014	1.452761e-004	1.052780e-004	1.452541e-004	1.453073e-004	-1.281782e-006	-3.660386e-009	1.053447e-004	1.246293e-004
4.600684375000019e+001	0.000000e+000	8.000000e-001	0.000000e+000	0.000000e+000	8.000000e-001	5.475000e-001	1.456268e-001	1.434271e-003	-5.604131e-014	-1.288665e-006	-5.601863e-014	-5.598522e-014	1.452776e-004	1.052785e-004	1.452546e-004	1.453102e-004	-1.281115e-006	-2.296551e-007	1.053482e-004	1.178120e-004
4.601000000000000e+001	0.000000e+000	8.000000e-001	0.000000e+000	0.000000e+000	8.000000e-001	8.000000e-001	1.453998e-001	1.432023e-003	-5.604031e-014	-1.288610e-006	-5.601580e-014	-5.597942e-014	1.452804e-004	1.052794e-004	1.452556e-004	1.453157e-004	-1.279770e-006	-1.245715e-006	1.053549e-004	1.054235e-004
4.601031562499998e+001	0.000000e+000	8.000000e-001	0.000000e+000	0.000000e+000	7.747500e-001	8.000000e-001	1.454502e-001	1.432525e-003	-5.604053e-014	-1.288622e-006	-5.601643e-014	-5.598072e-014	1.452798e-004	1.052792e-004	1.452554e-004	1.453145e-004	-1.016648e-006	-1.246393e-006	1.065760e-004	1.054228e-004
4.601094687499994e+001	0.000000e+000	8.000000e-001	0.000000e+000	0.000000e+000	7.242500e-001	8.000000e-001	1.455463e-001	1.433479e-003	-5.604096e-014	-1.288646e-006	-5.601763e-014	-5.598318e-014	1.452786e-004	1.052788e-004	1.452550e-004	1.453122e-004	-6.259845e-007	-1.247643e-006	1.090294e-004	1.054214e-004
4.601220937499986e+001	0.000000e+000	8.000000e-001	0.000000e+000	0.000000e+000	6.232500e-001	8.000000e-001	1.457271e-001	1.435269e-003	-5.604175e-014	-1.288689e-006	-5.601988e-014	-5.598777e-014	1.452763e-004	1.052781e-004	1.452541e-004	1.453078e-004	-2.374445e-007	-1.249882e-006	1.139818e-004	1.054188e-004
4.601473437499971e+001	0.000000e+000	8.000000e-001	0.000000e+000	0.000000e+000	4.212500e-001	8.000000e-001	1.460737e-001	1.438702e-003	-5.604328e-014	-1.288772e-006	-5.602418e-014	-5.599650e-014	1.452720e-004	1.052766e-004	1.452526e-004	1.452994e-004	-4.894205e-009	-1.253972e-006	1.239730e-004	1.054138e-004
4.601495000000031e+001	0.000000e+000	8.000000e-001	0.000000e+000	0.000000e+000	4.040000e-001	8.000000e-001	1.461030e-001	1.438992e-003	-5.604341e-014	-1.288779e-006	-5.602454e-014	-5.599724e-014	1.452717e-004	1.052765e-004	1.452525e-004	1.452987e-004	-6.341370e-010	-1.254303e-006	1.248327e-004	1.054134e-004
4.602000000000000e+001	0.000000e+000	8.000000e-001	0.000000e+000	0.000000e+000	0.000000e+000	8.000000e-001	1.467985e-001	1.445881e-003	-5.604647e-014	-1.288940e-006	-5.603310e-014	-5.601443e-014	1.452630e-004	1.052736e-004	1.452493e-004	1.452818e-004	-5.594388e-014	-1.261205e-006	1.453481e-004	1.054033e-004
4.701000000000000e+001	0.000000e+000	8.000000e-001	0.000000e+000	0.000000e+000	0.000000e+000	8.000000e-001	1.467988e-001	1.445881e-003	-5.604647e-014	-1.288940e-006	-5.603310e-014	-5.601443e-014	1.452630e-004	1.052736e-004	1.452493e-004	1.452818e-004	-5.594388e-014	-1.261205e-006	1.453481e-004	1.054033e-004
4.701080625036012e+001	0.000000e+000	8.000000e-001	0.000000e+000	0.000000e+000	0.000000e+000	7.355000e-001	1.468613e-001	1.446501e-003	-5.604675e-014	-1.288955e-006	-5.603386e-014	-5.601597e-014	1.452622e-004	1.052734e-004	1.452490e-004	1.452802e-004	-5.594728e-014	-7.495423e-007	1.453451e-004	1.085372e-004
4.701241875108036e+001	0.000000e+000	8.000000e-001	0.000000e+000	0.000000e+000	0.000000e+000	6.064999e-001	1.469768e-001	1.447645e-003	-5.604726e-014	-1.288981e-006	-5.603527e-014	-5.601878e-014	1.452608e-004	1.052729e-004	1.452485e-004	1.452774e-004	-5.595348e-014	-2.486252e-007	1.453396e-004	1.148739e-004
4.701564375252084e+001	0.000000e+000	8.000000e-001	0.000000e+000	0.000000e+000	0.000000e+000	3.484998e-001	1.471983e-001	1.449839e-003	-5.604823e-014	-1.289030e-006	-5.603798e-014	-5.602414e-014	1.452580e-004	1.052720e-004	1.452475e-004	1.452720e-004	-5.596515e-014	-2.162825e-008	1.453289e-004	1.277651e-004
4.702000000000000e+001	0.000000e+000	8.000000e-001	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	1.474977e-001	1.452805e-003	-5.604954e-014	-1.289096e-006	-5.604162e-014	-5.603137e-014	1.452543e-004	1.052707e-004	1.452461e-004	1.452648e-004	-5.598070e-014	-5.583991e-014	1.453145e-004	1.454274e-004
4.800000000000000e+001	0.000000e+000	8.000000e-001	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	1.474978e-001	1.452805e-003	-5.604954e-014	-1.289096e-006	-5.604162e-014	-5.603137e-014	1.452543e-004	1.052707e-004	1.452461e-004	1.452648e-004	-5.598070e-014	-5.583991e-014	1.453145e-004	1.454274e-004
4.800182812499999e+001	0.000000e+000	8.000000e-001	1.462500e-001	1.462500e-001	1.462500e-001	1.462500e-001	1.455950e-001	1.433940e-003	-5.604115e-014	-1.288646e-006	-2.206432e-011	-2.205331e-011	1.377980e-004	1.052786e-004	1.452548e-004	1.378113e-004	-2.202456e-011	-2.194525e-011	1.378567e-004	1.379560e-004
4.800426562499997e+001	0.000000e+000	8.000000e-001	3.412500e-001	3.412500e-001	3.412500e-001	3.412500e-001	1.430807e-001	1.409037e-003	-5.602999e-014	-1.287992e-006	-3.158733e-010	-3.156925e-010	1.279381e-004	1.052891e-004	1.452662e-004	1.279545e-004	-3.152551e-010	-3.140448e-010	1.279945e-004	1.280776e-004
4.800512500000004e+001	0.000000e+000	8.000000e-001	4.100000e-001	4.100000e-001	4.100000e-001	4.100000e-001	1.422009e-001	1.400323e-003	-5.602605e-014	-1.287740e-006	-3.684060e-009	-3.681336e-009	1.244928e-004	1.052927e-004	1.452701e-004	1.245101e-004	-3.675601e-009	-3.659189e-009	1.245483e-004	1.246262e-004
4.800684375000019e+001	0.000000e+000	8.000000e-001	5.475000e-001	5.475000e-001	5.475000e-001	5.475000e-001	1.404081e-001	1.382566e-003	-5.601794e-014	-1.287151e-006	-2.363333e-007	-2.356547e-007	1.176937e-004	1.053001e-004	1.452782e-004	1.177122e-004	-2.340012e-007	-2.267077e-007	1.177472e-004	1.178158e-004
4.801000000000000e+001	0.000000e+000	8.000000e-001	8.000000e-001	8.000000e-001	8.000000e-001	8.000000e-001	1.369923e-001	1.348732e-003	-5.600237e-014	-1.285914e-006	-1.283227e-006	-1.279422e-006	1.053360e-004	1.053143e-004	1.452937e-004	1.053565e-004	-1.270132e-006	-1.229017e-006	1.053859e-004	1.054389e-004
4.801031562499998e+001	0.000000e+000	7.747500e-001	8.000000e-001	8.000000e-001	8.000000e-001	8.000000e-001	1.373982e-001	1.352781e-003	-5.600425e-014	-1.020681e-006	-1.283354e-006	-1.279519e-006	1.053351e-004	1.065344e-004	1.452918e-004	1.053560e-004	-1.270226e-006	-1.229158e-006	1.053857e-004	1.054387e-004
4.801094687499994e+001	0.000000e+000	7.242500e-001	8.000000e-001	8.000000e-001	8.000000e-001	8.000000e-001	1.381692e-001	1.360431e-003	-5.600779e-014	-6.278512e-007	-1.283582e-006	-1.279694e-006	1.053335e-004	1.089861e-004	1.452883e-004	1.053552e-004	-1.270389e-006	-1.229397e-006	1.053853e-004	1.054386e-004
4.801220937499986e+001	0.000000e+000	6.232500e-001	8.000000e-001	8.000000e-001	8.000000e-001	8.000000e-001	1.396190e-001	1.374789e-003	-5.601439e-014	-2.379858e-007	-1.283990e-006	-1.280012e-006	1.053306e-004	1.139348e-004	1.452818e-004	1.053538e-004	-1.270689e-006	-1.229842e-006	1.053846e-004	1.054382e-004
4.801473437499971e+001	0.000000e+000	4.212500e-001	8.000000e-001	8.000000e-001	8.000000e-001	8.000000e-001	1.424000e-001	1.402332e-003	-5.602696e-014	-4.903919e-009	-1.284736e-006	-1.280610e-006	1.053248e-004	1.239182e-004	1.452692e-004	1.053509e-004	-1.271266e-006	-1.230706e-006	1.053832e-004	1.054375e-004
4.801495000000031e+001	0.000000e+000	4.040000e-001	8.000000e-001	8.000000e-001	8.000000e-001	8.000000e-001	1.426351e-001	1.404660e-003	-5.602802e-014	-6.353722e-010	-1.284796e-006	-1.280659e-006	1.053244e-004	1.247773e-004	1.452681e-004	1.053507e-004	-1.271314e-006	-1.230779e-006	1.053831e-004	1.054374e-004
4.802000000000000e+001	0.000000e+000	4.434231e-013	8.000000e-001	8.000000e-001	8.000000e-001	8.000000e-001	1.482182e-001	1.459960e-003	-5.605270e-014	-5.602305e-014	-1.286053e-006	-1.281747e-006	1.053129e-004	1.452732e-004	1.452429e-004	1.053450e-004	-1.272412e-006	-1.232474e-006	1.053802e-004	1.054360e-004
4.901000000000000e+001	0.000000e+000	0.000000e+000	8.000000e-001	8.000000e-001	8.000000e-001	8.000000e-001	1.482203e-001	1.459960e-003	-5.605270e-014	-5.602305e-014	-1.286053e-006	-1.281747e-006	1.053129e-004	1.452732e-004	1.452429e-004	1.053450e-004	-1.272412e-006	-1.232474e-006	1.053802e-004	1.054360e-004
4.901080625036013e+001	0.000000e+000	0.000000e+000	8.000000e-001	8.000000e-001	8.000000e-001	7.355000e-001	1.482825e-001	1.460577e-003	-5.605297e-014	-5.602347e-014	-1.286099e-006	-1.281909e-006	1.053124e-004	1.452727e-004	1.452426e-004	1.053441e-004	-1.273070e-006	-7.367812e-007	1.053784e-004	1.085714e-004
4.901241875108038e+001	0.000000e+000	0.000000e+000	8.000000e-001	8.000000e-001	8.000000e-001	6.064999e-001	1.483980e-001	1.461721e-003	-5.605348e-014	-5.602425e-014	-1.286184e-006	-1.282201e-006	1.053115e-004	1.452720e-004	1.452421e-004	1.053424e-004	-1.274220e-006	-2.463940e-007	1.053750e-004	1.149110e-004
4.901564375252087e+001	0.000000e+000	0.000000e+000	8.000000e-001	8.000000e-001	8.000000e-001	3.484998e-001	1.486199e-001	1.463919e-003	-5.605445e-014	-5.602574e-014	-1.286342e-006	-1.282735e-006	1.053098e-004	1.452705e-004	1.452411e-004	1.053391e-004	-1.276207e-006	-2.154789e-008	1.053686e-004	1.278088e-004
4.902000000000000e+001	0.000000e+000	0.000000e+000	8.000000e-001	8.000000e-001	8.000000e-001	0.000000e+000	1.489198e-001	1.466889e-003	-5.605576e-014	-5.602776e-014	-1.286553e-006	-1.283424e-006	1.053076e-004	1.452684e-004	1.452397e-004	1.053347e-004	-1.278638e-006	-5.573816e-014	1.053598e-004	1.454809e-004
5.000000000000000e+001	0.000000e+000	0.000000e+000	8.000000e-001	8.000000e-001	8.000000e-001	0.000000e+000	1.489199e-001	1.466889e-003	-5.605576e-014	-5.602776e-014	-1.286553e-006	-1.283424e-006	1.053076e-004	1.452684e-004	1.452397e-004	1.053347e-004	-1.278638e-006	-5.573816e-014	1.053598e-004	1.454809e-004
5.000426562499997e+001	0.000000e+000	0.000000e+000	8.000000e-001	8.000000e-001	8.000000e-001	3.412500e-001	1.486254e-001	1.463971e-003	-5.605447e-014	-5.602578e-014	-1.286347e-006	-1.282757e-006	1.053098e-004	1.452704e-004	1.452410e-004	1.053390e-004	-1.276325e-006	-3.135847e-010	1.053684e-004	1.281015e-004
5.000512500000004e+001	0.000000e+000	0.000000e+000	8.000000e-001	8.000000e-001	8.000000e-001	4.100000e-001	1.485668e-001	1.463391e-003	-5.605421e-014	-5.602538e-014	-1.286306e-006	-1.282618e-006	1.053102e-004	1.452708e-004	1.452413e-004	1.053399e-004	-1.275819e-006	-3.655156e-009	1.053701e-004	1.246453e-004
5.000684375000019e+001	0.000000e+000	0.000000e+000	8.000000e-001	8.000000e-001	8.000000e-001	5.475000e-001	1.484474e-001	1.462209e-003	-5.605369e-014	-5.602458e-014	-1.286219e-006	-1.282324e-006	1.053111e-004	1.452716e-004	1.452418e-004	1.053416e-004	-1.274692e-006	-2.273063e-007	1.053736e-004	1.178267e-004
5.001000000000000e+001	0.000000e+000	0.000000e+000	8.000000e-001	8.000000e-001	8.000000e-001	8.000000e-001	1.482204e-001	1.459960e-003	-5.605270e-014	-5.602305e-014	-1.286053e-006	-1.281747e-006	1.053129e-004	1.452732e-004	1.452429e-004	1.053450e-004	-1.272412e-006	-1.232474e-006	1.053802e-004	1.054360e-004
5.001031562499998e+001	0.000000e+000	0.000000e+000	8.000000e-001	8.000000e-001	7.747500e-001	8.000000e-001	1.482708e-001	1.460462e-003	-5.605293e-014	-5.602339e-014	-1.286090e-006	-1.281879e-006	1.053125e-004	1.452728e-004	1.452426e-004	1.053442e-004	-1.011959e-006	-1.233336e-006	1.066017e-004	1.054353e-004
5.001094687499994e+001	0.000000e+000	0.000000e+000	8.000000e-001	8.000000e-001	7.242500e-001	8.000000e-001	1.483670e-001	1.461415e-003	-5.605335e-014	-5.602404e-014	-1.286161e-006	-1.282125e-006	1.053118e-004	1.452722e-004	1.452422e-004	1.053428e-004	-6.239657e-007	-1.234932e-006	1.090559e-004	1.054339e-004
5.001220937499986e+001	0.000000e+000	0.000000e+000	8.000000e-001	8.000000e-001	6.232500e-001	8.000000e-001	1.485479e-001	1.463208e-003	-5.605413e-014	-5.602526e-014	-1.286291e-006	-1.282565e-006	1.053104e-004	1.452709e-004	1.452414e-004	1.053401e-004	-2.369345e-007	-1.237798e-006	1.140102e-004	1.054313e-004
5.001473437499971e+001	0.000000e+000	0.000000e+000	8.000000e-001	8.000000e-001	4.212500e-001	8.000000e-001	1.488949e-001	1.466644e-003	-5.605565e-014	-5.602759e-014	-1.286536e-006	-1.283369e-006	1.053078e-004	1.452686e-004	1.452398e-004	1.053350e-004	-4.886924e-009	-1.243046e-006	1.240051e-004	1.054263e-004
5.001495000000031e+001	0.000000e+000	0.000000e+000	8.000000e-001	8.000000e-001	4.040000e-001	8.000000e-001	1.489242e-001	1.466934e-003	-5.605578e-014	-5.602779e-014	-1.286556e-006	-1.283434e-006	1.053075e-004	1.452684e-004	1.452397e-004	1.053346e-004	-6.332962e-010	-1.243471e-006	1.248652e-004	1.054259e-004
5.002000000000000e+001	0.000000e+000	0.000000e+000	8.000000e-001	8.000000e-001	0.000000e+000	8.000000e-001	1.496206e-001	1.473831e-003	-5.605881e-014	-5.603245e-014	-1.287012e-006	-1.284804e-006	1.053023e-004	1.452637e-004	1.452365e-004	1.053243e-004	-5.589367e-014	-1.252387e-006	1.453896e-004	1.054158e-004
5.101000000000000e+001	0.000000e+000	0.000000e+000	8.000000e-001	8.000000e-001	0.000000e+000	8.000000e-001	1.496208e-001	1.473831e-003	-5.605881e-014	-5.603245e-014	-1.287012e-006	-1.284804e-006	1.053023e-004	1.452637e-004	1.452365e-004	1.053243e-004	-5.589367e-014	-1.252387e-006	1.453896e-004	1.054158e-004
5.101080625036012e+001	0.000000e+000	0.000000e+000	8.000000e-001	8.000000e-001	0.000000e+000	7.355000e-001	1.496833e-001	1.474451e-003	-5.605908e-014	-5.603286e-014	-1.287051e-006	-1.284914e-006	1.053018e-004	1.452632e-004	1.452362e-004	1.053234e-004	-5.589751e-014	-7.456470e-007	1.453866e-004	1.085503e-004
5.101241875108036e+001	0.000000e+000	0.000000e+000	8.000000e-001	8.000000e-001	0.000000e+000	6.064999e-001	1.497988e-001	1.475596e-003	-5.605958e-014	-5.603364e-014	-1.287123e-006	-1.285112e-006	1.053009e-004	1.452625e-004	1.452357e-004	1.053217e-004	-5.590449e-014	-2.479530e-007	1.453811e-004	1.148881e-004
5.101564375252084e+001	0.000000e+000	0.000000e+000	8.000000e-001	8.000000e-001	0.000000e+000	3.484998e-001	1.500206e-001	1.477792e-003	-5.606054e-014	-5.603511e-014	-1.287257e-006	-1.285475e-006	1.052992e-004	1.452610e-004	1.452347e-004	1.053184e-004	-5.591751e-014	-2.160241e-008	1.453705e-004	1.277818e-004
5.102000000000000e+001	0.000000e+000	0.000000e+000	8.000000e-001	8.000000e-001	0.000000e+000	0.000000e+000	1.503203e-001	1.480761e-003	-5.606184e-014	-5.603711e-014	-1.287434e-006	-1.285945e-006	1.052969e-004	1.452589e-004	1.452333e-004	1.053139e-004	-5.593469e-014	-5.580561e-014	1.453561e-004	1.454479e-004
5.200000000000000e+001	0.000000e+000	0.000000e+000	8.000000e-001	8.000000e-001	0.000000e+000	0.000000e+000	1.503205e-001	1.480761e-003	-5.606184e-014	-5.603711e-014	-1.287434e-006	-1.285945e-006	1.052969e-004	1.452589e-004	1.452333e-004	1.053139e-004	-5.593469e-014	-5.580561e-014	1.453561e-004	1.454479e-004
5.200182812499999e+001	0.000000e+000	0.000000e+000	8.000000e-001	8.000000e-001	1.462500e-001	1.462500e-001	1.499400e-001	1.476989e-003	-5.606019e-014	-5.603457e-014	-1.287207e-006	-1.285336e-006	1.052998e-004	1.452615e-004	1.452351e-004	1.053196e-004	-2.201148e-011	-2.193435e-011	1.378867e-004	1.379708e-004
5.200426562499997e+001	0.000000e+000	0.000000e+000	8.000000e-001	8.000000e-001	3.412500e-001	3.412500e-001	1.494373e-001	1.472010e-003	-5.605801e-014	-5.603122e-014	-1.286894e-006	-1.284456e-006	1.053036e-004	1.452649e-004	1.452373e-004	1.053270e-004	-3.150922e-010	-3.139055e-010	1.280111e-004	1.280858e-004
5.200512500000004e+001	0.000000e+000	0.000000e+000	8.000000e-001	8.000000e-001	4.100000e-001	4.100000e-001	1.492614e-001	1.470268e-003	-5.605724e-014	-5.603004e-014	-1.286780e-006	-1.284120e-006	1.053050e-004	1.452661e-004	1.452381e-004	1.053296e-004	-3.674534e-009	-3.658196e-009	1.245609e-004	1.246324e-004
5.200684375000019e+001	0.000000e+000	0.000000e+000	8.000000e-001	8.000000e-001	5.475000e-001	5.475000e-001	1.489030e-001	1.466719e-003	-5.605568e-014	-5.602764e-014	-1.286536e-006	-1.283347e-006	1.053077e-004	1.452685e-004	1.452398e-004	1.053349e-004	-2.344005e-007	-2.273145e-007	1.177529e-004	1.178186e-004
5.201000000000000e+001	0.000000e+000	0.000000e+000	8.000000e-001	8.000000e-001	8.000000e-001	8.000000e-001	1.482207e-001	1.459960e-003	-5.605270e-014	-5.602305e-014	-1.286053e-006	-1.281747e-006	1.053129e-004	1.452732e-004	1.452429e-004	1.053450e-004	-1.272412e-006	-1.232474e-006	1.053802e-004	1.054360e-004
5.201031562499998e+001	0.000000e+000	0.000000e+000	8.000000e-001	7.747500e-001	8.000000e-001	8.000000e-001	1.483219e-001	1.460968e-003	-5.605315e-014	-5.602373e-014	-1.286128e-006	-1.017924e-006	1.053121e-004	1.452725e-004	1.452424e-004	1.065659e-004	-1.272690e-006	-1.232917e-006	1.053795e-004	1.054357e-004
5.201094687499994e+001	0.000000e+000	0.000000e+000	8.000000e-001	7.242500e-001	8.000000e-001	8.000000e-001	1.485145e-001	1.462879e-003	-5.605399e-014	-5.602504e-014	-1.286267e-006	-6.265533e-007	1.053106e-004	1.452712e-004	1.452415e-004	1.090189e-004	-1.273199e-006	-1.233731e-006	1.053781e-004	1.054350e-004
5.201220937499986e+001	0.000000e+000	0.000000e+000	8.000000e-001	6.232500e-001	8.000000e-001	8.000000e-001	1.488767e-001	1.466466e-003	-5.605557e-014	-5.602747e-014	-1.286518e-006	-2.375989e-007	1.053079e-004	1.452687e-004	1.452399e-004	1.139706e-004	-1.274105e-006	-1.235226e-006	1.053754e-004	1.054337e-004
5.201473437499971e+001	0.000000e+000	0.000000e+000	8.000000e-001	4.212500e-001	8.000000e-001	8.000000e-001	1.495711e-001	1.473344e-003	-5.605859e-014	-5.603212e-014	-1.286981e-006	-4.896713e-009	1.053026e-004	1.452640e-004	1.452367e-004	1.239602e-004	-1.275759e-006	-1.238035e-006	1.053703e-004	1.054312e-004
5.201495000000031e+001	0.000000e+000	0.000000e+000	8.000000e-001	4.040000e-001	8.000000e-001	8.000000e-001	1.496298e-001	1.473925e-003	-5.605885e-014	-5.603251e-014	-1.287018e-006	-6.344413e-010	1.053022e-004	1.452636e-004	1.452365e-004	1.248198e-004	-1.275892e-006	-1.238267e-006	1.053699e-004	1.054309e-004
5.202000000000000e+001	0.000000e+000	0.000000e+000	8.000000e-001	3.013145e-013	8.000000e-001	8.000000e-001	1.510235e-001	1.487729e-003	-5.606489e-014	-5.604177e-014	-1.287825e-006	-5.596247e-014	1.052916e-004	1.452541e-004	1.452301e-004	1.453315e-004	-1.278663e-006	-1.243459e-006	1.053597e-004	1.054259e-004
5.301000000000000e+001	0.000000e+000	0.000000e+000	8.000000e-001	0.000000e+000	8.000000e-001	8.000000e-001	1.510240e-001	1.487729e-003	-5.606489e-014	-5.604177e-014	-1.287825e-006	-5.596247e-014	1.052916e-004	1.452541e-004	1.452301e-004	1.453315e-004	-1.278663e-006	-1.243459e-006	1.053597e-004	1.054259e-004
5.301080625036013e+001	0.000000e+000	0.000000e+000	8.000000e-001	0.000000e+000	8.000000e-001	7.355000e-001	1.510864e-001	1.488348e-003	-5.606516e-014	-5.604218e-014	-1.287858e-006	-5.596411e-014	1.052911e-004	1.452537e-004	1.452298e-004	1.453299e-004	-1.279092e-006	-7.416867e-007	1.053579e-004	1.085608e-004
5.301241875108038e+001	0.000000e+000	0.000000e+000	8.000000e-001	0.000000e+000	8.000000e-001	6.064999e-001	1.512019e-001	1.489492e-003	-5.606566e-014	-5.604295e-014	-1.287919e-006	-5.596714e-014	1.052903e-004	1.452529e-004	1.452293e-004	1.453272e-004	-1.279840e-006	-2.472633e-007	1.053545e-004	1.148995e-004
5.301564375252087e+001	0.000000e+000	0.000000e+000	8.000000e-001	0.000000e+000	8.000000e-001	3.484998e-001	1.514237e-001	1.491689e-003	-5.606662e-014	-5.604441e-014	-1.288033e-006	-5.597291e-014	1.052886e-004	1.452514e-004	1.452283e-004	1.453218e-004	-1.281137e-006	-2.157763e-008	1.053480e-004	1.277953e-004
5.302000000000000e+001	0.000000e+000	0.000000e+000	8.000000e-001	0.000000e+000	8.000000e-001	0.000000e+000	1.517236e-001	1.494659e-003	-5.606791e-014	-5.604639e-014	-1.288185e-006	-5.598065e-014	1.052863e-004	1.452494e-004	1.452269e-004	1.453146e-004	-1.282730e-006	-5.577425e-014	1.053392e-004	1.454643e-004
5.400000000000000e+001	0.000000e+000	0.000000e+000	8.000000e-001	0.000000e+000	8.000000e-001	0.000000e+000	1.517237e-001	1.494659e-003	-5.606791e-014	-5.604639e-014	-1.288185e-006	-5.598065e-014	1.052863e-004	1.452494e-004	1.452269e-004	1.453146e-004	-1.282730e-006	-5.577425e-014	1.053392e-004	1.454643e-004
5.400426562499997e+001	0.000000e+000	0.000000e+000	8.000000e-001	0.000000e+000	8.000000e-001	3.412500e-001	1.514293e-001	1.491742e-003	-5.606664e-014	-5.604445e-014	-1.288037e-006	-5.597306e-014	1.052885e-004	1.452514e-004	1.452283e-004	1.453217e-004	-1.281212e-006	-3.139000e-010	1.053478e-004	1.280880e-004
5.400512500000004e+001	0.000000e+000	0.000000e+000	8.000000e-001	0.000000e+000	8.000000e-001	4.100000e-001	1.513706e-001	1.491162e-003	-5.606639e-014	-5.604406e-014	-1.288007e-006	-5.597154e-014	1.052890e-004	1.452518e-004	1.452286e-004	1.453231e-004	-1.280881e-006	-3.659477e-009	1.053495e-004	1.246323e-004
5.400684375000019e+001	0.000000e+000	0.000000e+000	8.000000e-001	0.000000e+000	8.000000e-001	5.475000e-001	1.512513e-001	1.489979e-003	-5.606587e-014	-5.604327e-014	-1.287945e-006	-5.596842e-014	1.052899e-004	1.452526e-004	1.452291e-004	1.453260e-004	-1.280146e-006	-2.292548e-007	1.053530e-004	1.178147e-004
5.401000000000000e+001	0.000000e+000	0.000000e+000	8.000000e-001	0.000000e+000	8.000000e-001	8.000000e-001	1.510241e-001	1.487729e-003	-5.606489e-014	-5.604177e-014	-1.287825e-006	-5.596247e-014	1.052916e-004	1.452541e-004	1.452301e-004	1.453315e-004	-1.278663e-006	-1.243459e-006	1.053597e-004	1.054259e-004
5.401031562499998e+001	0.000000e+000	0.000000e+000	8.000000e-001	0.000000e+000	7.747500e-001	8.000000e-001	1.510746e-001	1.488232e-003	-5.606511e-014	-5.604211e-014	-1.287852e-006	-5.596380e-014	1.052912e-004	1.452538e-004	1.452299e-004	1.453302e-004	-1.015938e-006	-1.244169e-006	1.065808e-004	1.054252e-004
5.401094687499994e+001	0.000000e+000	0.000000e+000	8.000000e-001	0.000000e+000	7.242500e-001	8.000000e-001	1.511708e-001	1.489186e-003	-5.606553e-014	-5.604274e-014	-1.287903e-006	-5.596633e-014	1.052905e-004	1.452531e-004	1.452295e-004	1.453279e-004	-6.256734e-007	-1.245479e-006	1.090344e-004	1.054238e-004
